,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
54,,,,2.0,,5.0,4.0,2.0,2.0,,4.0,,,,1.0,5.0,,,,,1.0,2.0,2.0,3.0,5.0,3.0,5.0,3.0,1.0,3.0,5.0,1.0,3.0,,,4.0,,5.0,,3.0,1.0,3.0,4.0,4.0,3.0,,3.0,,3.0,,,1.0,4.0,4.0,5.0,5.0,3.0,5.0,,1.0,,2.0,3.0,,3.0,,5.0,2.0,,,,,2.0,3.0,1.0,3.0,1.0,,5.0,,2.0,4.0,,,2.0,,,,,4.0,,5.0,3.0,,,,4.0,,5.0,3.0
55,3.0,1.0,,,,4.0,,4.0,,5.0,,1.0,1.0,,2.0,4.0,2.0,,,,1.0,3.0,,3.0,,,5.0,,2.0,5.0,,,,4.0,4.0,4.0,,,,3.0,,3.0,,,,4.0,2.0,4.0,,1.0,,1.0,5.0,,,,,,1.0,,4.0,,,,4.0,,5.0,,5.0,4.0,4.0,,4.0,4.0,4.0,5.0,,4.0,3.0,4.0,,5.0,1.0,2.0,1.0,,2.0,,,1.0,,5.0,3.0,,3.0,,,1.0,,2.0
56,,2.0,1.0,2.0,,3.0,,,2.0,1.0,2.0,1.0,1.0,,5.0,,,,1.0,,,,,1.0,,2.0,,,,1.0,2.0,,4.0,2.0,,3.0,,1.0,3.0,,,,4.0,,,2.0,,5.0,4.0,1.0,5.0,,,,1.0,,,2.0,,,,,1.0,5.0,,2.0,1.0,,,,,,5.0,4.0,,,3.0,2.0,1.0,,4.0,,,3.0,4.0,5.0,,,4.0,,1.0,,,,,5.0,5.0,4.0,1.0,
57,,,,,3.0,,,,5.0,,2.0,2.0,,2.0,3.0,,,5.0,,4.0,,3.0,2.0,,,1.0,,,2.0,4.0,,4.0,,,1.0,,,,,4.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,,,3.0,3.0,,,,3.0,4.0,2.0,2.0,2.0,,3.0,,2.0,,,,4.0,3.0,,3.0,5.0,5.0,,4.0,2.0,,2.0,,,,,,4.0,1.0,3.0,,4.0,3.0,,,,,3.0,3.0,,,5.0,
58,2.0,,1.0,,1.0,3.0,2.0,3.0,5.0,,,4.0,3.0,,2.0,,5.0,,,2.0,1.0,1.0,5.0,3.0,5.0,,,2.0,1.0,,,,5.0,,3.0,2.0,,3.0,,2.0,,,,2.0,5.0,,1.0,1.0,4.0,,1.0,3.0,2.0,,,,,3.0,5.0,,2.0,1.0,2.0,3.0,2.0,,,5.0,,5.0,4.0,4.0,,1.0,,,3.0,,,,,3.0,4.0,,,4.0,2.0,,3.0,4.0,3.0,5.0,,,1.0,4.0,1.0,1.0,,4.0
59,2.0,,1.0,,3.0,5.0,4.0,,3.0,2.0,,,,,5.0,,4.0,,,4.0,,,2.0,3.0,,,,3.0,,,,2.0,,1.0,,,3.0,,,2.0,,4.0,4.0,,,1.0,,1.0,2.0,,,,,,2.0,,1.0,,3.0,,5.0,5.0,1.0,3.0,,3.0,1.0,4.0,2.0,5.0,4.0,,4.0,,,,,3.0,,,,,,1.0,4.0,3.0,5.0,4.0,,,5.0,3.0,1.0,3.0,3.0,,1.0,2.0,,1.0
60,5.0,4.0,2.0,5.0,,,,3.0,,3.0,1.0,2.0,4.0,4.0,5.0,,,2.0,,,5.0,,,3.0,5.0,,1.0,3.0,,5.0,,4.0,3.0,,,,,1.0,,,,,1.0,,3.0,5.0,,1.0,2.0,2.0,,,1.0,5.0,2.0,,2.0,,,2.0,1.0,,2.0,,,,1.0,2.0,,3.0,,2.0,5.0,3.0,4.0,4.0,,5.0,2.0,3.0,,5.0,,1.0,,,,,,3.0,3.0,3.0,5.0,5.0,,3.0,1.0,2.0,4.0,4.0
61,,,4.0,5.0,,,2.0,4.0,5.0,4.0,4.0,,5.0,,,,,2.0,,,2.0,,2.0,,,1.0,,1.0,5.0,1.0,,2.0,1.0,,,,4.0,1.0,,,,4.0,,,3.0,4.0,,,,,,4.0,,2.0,2.0,,,,1.0,4.0,,,,3.0,,,4.0,,,,,,1.0,,,5.0,,,4.0,,,,,,3.0,,,5.0,,1.0,,4.0,3.0,,5.0,,3.0,5.0,,
62,,,,2.0,,4.0,5.0,5.0,3.0,3.0,,,3.0,,1.0,1.0,1.0,5.0,4.0,,,5.0,5.0,2.0,,1.0,4.0,,5.0,4.0,2.0,1.0,2.0,1.0,,1.0,,,,3.0,,,3.0,,1.0,1.0,1.0,1.0,,2.0,,,5.0,3.0,5.0,,3.0,,2.0,,5.0,4.0,,,3.0,5.0,,,1.0,2.0,,5.0,,,,,3.0,5.0,,,,3.0,,,,1.0,,,4.0,3.0,4.0,5.0,1.0,,3.0,,4.0,1.0,3.0,
63,,1.0,,,3.0,,,,2.0,,5.0,4.0,5.0,,4.0,4.0,1.0,,,1.0,,5.0,3.0,,4.0,,,,2.0,4.0,,3.0,,1.0,1.0,,4.0,2.0,,,2.0,,2.0,,1.0,,1.0,,2.0,,,3.0,4.0,,,3.0,2.0,3.0,,,,,,3.0,3.0,5.0,4.0,3.0,4.0,,,1.0,4.0,,,4.0,,4.0,,,,5.0,,3.0,3.0,4.0,2.0,2.0,5.0,2.0,4.0,2.0,3.0,,,,2.0,1.0,3.0,3.0
64,,,,4.0,3.0,5.0,3.0,2.0,,4.0,2.0,,3.0,2.0,,,,2.0,,4.0,,,2.0,4.0,,5.0,5.0,2.0,5.0,,4.0,,5.0,,5.0,2.0,3.0,,,,5.0,,,,1.0,,4.0,,,,4.0,,,,2.0,,4.0,4.0,5.0,,3.0,,,4.0,5.0,,2.0,2.0,2.0,3.0,,,,,1.0,3.0,2.0,5.0,3.0,3.0,,5.0,,5.0,3.0,5.0,,3.0,,1.0,1.0,,,2.0,4.0,2.0,1.0,,,3.0
65,4.0,,,5.0,,2.0,2.0,1.0,,,,,4.0,,3.0,,,,1.0,,,,1.0,3.0,,5.0,,5.0,,3.0,3.0,,5.0,1.0,3.0,1.0,,3.0,5.0,,,,,,,,2.0,1.0,1.0,,,,,,,4.0,2.0,,4.0,,3.0,,,4.0,,5.0,,,4.0,5.0,,,4.0,,2.0,3.0,,3.0,3.0,3.0,,5.0,,2.0,,,,2.0,1.0,,,,,5.0,5.0,3.0,4.0,3.0,,4.0
66,,,,3.0,2.0,2.0,,3.0,,,,,4.0,4.0,1.0,4.0,,4.0,,,,4.0,,3.0,,1.0,,,,,,,,1.0,5.0,2.0,,,,1.0,,,,3.0,,,4.0,5.0,5.0,4.0,3.0,,4.0,1.0,,,,5.0,,,,,3.0,,3.0,3.0,,,,,,1.0,,,,3.0,4.0,,3.0,3.0,,,,,,5.0,5.0,,2.0,,1.0,,5.0,,,4.0,5.0,3.0,,3.0
67,,2.0,4.0,,,2.0,,5.0,,1.0,,,,5.0,4.0,,2.0,,,,,,2.0,4.0,,,5.0,2.0,2.0,,3.0,1.0,,,,,3.0,3.0,,,2.0,,2.0,,,,2.0,4.0,4.0,3.0,,2.0,1.0,,,,,,5.0,5.0,1.0,,2.0,4.0,,,2.0,5.0,,1.0,4.0,,3.0,3.0,3.0,1.0,,1.0,4.0,,,1.0,,4.0,4.0,,,,,5.0,5.0,,,2.0,,,4.0,,2.0,
68,,4.0,3.0,,,3.0,1.0,,5.0,,1.0,3.0,,,5.0,,,,4.0,4.0,4.0,5.0,,4.0,3.0,3.0,3.0,,,1.0,,,,,,,4.0,3.0,,3.0,5.0,4.0,5.0,3.0,2.0,,,,3.0,4.0,,4.0,,3.0,5.0,2.0,2.0,,1.0,3.0,5.0,,5.0,,,,1.0,,2.0,2.0,3.0,,1.0,4.0,2.0,3.0,3.0,,,1.0,,4.0,4.0,1.0,,,3.0,4.0,,5.0,,5.0,,3.0,,,,4.0,,1.0
69,,,3.0,4.0,,,,1.0,5.0,4.0,2.0,,2.0,,,3.0,,,,5.0,4.0,2.0,5.0,,4.0,,5.0,4.0,,2.0,,,5.0,,1.0,,,4.0,,2.0,5.0,,,3.0,,5.0,,,3.0,5.0,5.0,1.0,4.0,,1.0,4.0,,4.0,,,5.0,,,4.0,,,1.0,4.0,3.0,1.0,,,,,,,,,,3.0,5.0,4.0,,,,1.0,2.0,1.0,2.0,5.0,1.0,,,4.0,,,5.0,3.0,5.0,3.0
70,,3.0,,,,,,,,,3.0,5.0,,2.0,,,,,4.0,2.0,,,5.0,,,,,,,5.0,,3.0,4.0,1.0,,,1.0,5.0,,,1.0,,,5.0,,5.0,1.0,1.0,3.0,,2.0,1.0,,4.0,,5.0,,,4.0,,1.0,,5.0,3.0,2.0,3.0,,,,,1.0,,4.0,4.0,1.0,3.0,4.0,4.0,,2.0,1.0,4.0,,5.0,,,1.0,2.0,5.0,2.0,,,,5.0,3.0,3.0,2.0,5.0,,
71,3.0,5.0,3.0,4.0,1.0,,2.0,2.0,,,,5.0,,2.0,,1.0,4.0,,1.0,1.0,2.0,,,,1.0,5.0,,3.0,4.0,2.0,1.0,,4.0,2.0,,,3.0,1.0,3.0,2.0,4.0,,,5.0,1.0,,4.0,2.0,1.0,1.0,,,5.0,4.0,,,,5.0,5.0,3.0,5.0,4.0,,1.0,,,5.0,,4.0,5.0,4.0,1.0,,2.0,,,,,,,,1.0,4.0,5.0,3.0,1.0,2.0,,4.0,5.0,,4.0,1.0,4.0,,,4.0,,2.0,
72,,3.0,3.0,3.0,2.0,,4.0,,2.0,,1.0,1.0,2.0,3.0,,,,5.0,2.0,5.0,,,,5.0,4.0,,,,,,2.0,1.0,5.0,,,,,,4.0,,5.0,,,,,4.0,,,,2.0,,,5.0,,,,1.0,,5.0,3.0,3.0,1.0,,,1.0,4.0,4.0,4.0,,,,4.0,,,2.0,2.0,,,,2.0,2.0,,,4.0,3.0,,,2.0,,,,4.0,2.0,,,,,2.0,,
73,,4.0,2.0,,3.0,5.0,,2.0,5.0,,2.0,2.0,,1.0,,3.0,,,,,2.0,,,,,2.0,1.0,1.0,5.0,4.0,5.0,5.0,5.0,1.0,4.0,,2.0,,2.0,3.0,,,,4.0,,2.0,,4.0,,,,2.0,3.0,3.0,,5.0,,5.0,,,,,5.0,5.0,3.0,,,4.0,,,5.0,,1.0,,,,,,2.0,,,,,,2.0,,4.0,4.0,4.0,3.0,,,3.0,,,5.0,4.0,2.0,,2.0
74,,,,,2.0,1.0,3.0,3.0,1.0,,,2.0,,2.0,3.0,,5.0,,,,3.0,,2.0,3.0,4.0,,3.0,2.0,,4.0,,2.0,,3.0,,1.0,,2.0,,,4.0,2.0,,4.0,2.0,4.0,,,3.0,,,,1.0,5.0,,,1.0,2.0,4.0,3.0,,2.0,,3.0,1.0,,,,,1.0,,2.0,3.0,,,4.0,,1.0,5.0,5.0,3.0,,5.0,1.0,,5.0,,,1.0,1.0,3.0,1.0,3.0,,,,,,,2.0
75,4.0,2.0,,2.0,2.0,3.0,,4.0,4.0,,,,3.0,3.0,2.0,1.0,,,,5.0,1.0,,1.0,4.0,,,,,,1.0,,,,2.0,5.0,,,,,2.0,,,2.0,,,,1.0,2.0,,,5.0,5.0,,,,2.0,2.0,5.0,3.0,,,4.0,1.0,,3.0,,3.0,2.0,3.0,5.0,,1.0,,3.0,,,,,,5.0,,2.0,2.0,,,,1.0,,4.0,,5.0,2.0,,4.0,,,5.0,1.0,2.0,
76,,,,4.0,4.0,,1.0,1.0,1.0,,,,3.0,5.0,,,1.0,,4.0,1.0,,,3.0,,,2.0,3.0,,,,,,4.0,,4.0,2.0,4.0,,,3.0,3.0,3.0,3.0,,,1.0,,,5.0,1.0,4.0,2.0,,,5.0,1.0,,,,,,2.0,4.0,,,,4.0,3.0,,2.0,,,3.0,2.0,,,,,,2.0,5.0,,2.0,5.0,5.0,,2.0,,,,4.0,5.0,,3.0,,4.0,3.0,,5.0,5.0
77,,4.0,,,3.0,,,,,2.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,,5.0,1.0,2.0,3.0,,2.0,,1.0,,,,1.0,3.0,,5.0,5.0,4.0,,4.0,,,,,,,,,,,1.0,4.0,,2.0,,2.0,5.0,,,,,,5.0,,5.0,,3.0,,,,,2.0,2.0,,1.0,,,4.0,3.0,,4.0,,1.0,,4.0,,3.0,,3.0,2.0,,,,1.0,3.0,1.0,,,1.0,5.0,5.0,,2.0
78,,,3.0,,1.0,,4.0,1.0,,,1.0,3.0,,4.0,2.0,,2.0,2.0,5.0,2.0,2.0,4.0,,4.0,,,3.0,1.0,,2.0,2.0,,,,4.0,,5.0,4.0,,,,1.0,1.0,5.0,2.0,,,2.0,,,,1.0,,,1.0,,2.0,4.0,2.0,,5.0,3.0,2.0,4.0,,,,1.0,5.0,,3.0,,,2.0,,,,1.0,,4.0,,,4.0,,1.0,2.0,4.0,4.0,3.0,3.0,,2.0,,2.0,1.0,,5.0,1.0,3.0,5.0
79,,,2.0,,,1.0,,2.0,,,4.0,4.0,,,,3.0,,5.0,,4.0,,5.0,,5.0,,,4.0,,1.0,,3.0,,,3.0,4.0,5.0,,4.0,2.0,,,,,,5.0,,3.0,,3.0,,2.0,,,,3.0,5.0,4.0,5.0,3.0,,,,,2.0,,4.0,,,4.0,4.0,,1.0,1.0,5.0,,2.0,5.0,1.0,5.0,,,,3.0,,,2.0,,3.0,,,,,3.0,,1.0,4.0,2.0,2.0,1.0,
80,1.0,5.0,,,,,2.0,,5.0,3.0,,3.0,,4.0,,5.0,,,4.0,4.0,,1.0,2.0,,,4.0,2.0,3.0,4.0,,1.0,,,4.0,1.0,,,1.0,,,5.0,2.0,1.0,,,,2.0,3.0,2.0,,,2.0,2.0,1.0,,4.0,,2.0,,5.0,5.0,,,4.0,,4.0,3.0,3.0,,,,,,,1.0,,,,2.0,4.0,,,,,,,,,,,2.0,3.0,2.0,2.0,,,3.0,,,
81,3.0,5.0,4.0,2.0,,,2.0,,,1.0,,,5.0,,,,,4.0,,4.0,,,,5.0,,5.0,,4.0,2.0,2.0,,,2.0,3.0,,,5.0,,2.0,,4.0,2.0,3.0,1.0,,,,,1.0,3.0,1.0,1.0,,5.0,4.0,,3.0,,2.0,4.0,,,1.0,3.0,,5.0,4.0,2.0,2.0,,5.0,1.0,,,4.0,1.0,4.0,4.0,5.0,1.0,,,,,,5.0,3.0,4.0,1.0,2.0,1.0,,3.0,5.0,,,2.0,1.0,4.0,4.0
82,4.0,,5.0,1.0,5.0,,4.0,,,2.0,,,1.0,5.0,,1.0,,,,4.0,1.0,,,5.0,3.0,4.0,1.0,,,4.0,3.0,2.0,4.0,3.0,,,2.0,3.0,,1.0,,,4.0,,,,,3.0,,,2.0,4.0,,2.0,1.0,4.0,1.0,,,4.0,3.0,,4.0,,,,3.0,1.0,5.0,2.0,,,,,,,,1.0,4.0,5.0,1.0,3.0,,3.0,5.0,,,,4.0,4.0,,5.0,,3.0,1.0,,4.0,2.0,1.0,5.0
83,3.0,1.0,,1.0,,,1.0,2.0,,,5.0,,4.0,2.0,,2.0,4.0,5.0,,3.0,,,2.0,,4.0,2.0,,,5.0,,5.0,5.0,,4.0,,2.0,,,2.0,,,4.0,5.0,1.0,,,,3.0,5.0,,5.0,,5.0,1.0,,5.0,,,2.0,,,,3.0,,,,,,,,,3.0,2.0,3.0,,,,,,1.0,,3.0,5.0,3.0,,,5.0,,2.0,5.0,4.0,3.0,,,,,,,4.0,
84,,5.0,4.0,5.0,3.0,5.0,,5.0,1.0,,,3.0,,,2.0,4.0,3.0,3.0,3.0,3.0,,,,4.0,3.0,,,,,5.0,,,,2.0,4.0,5.0,2.0,4.0,3.0,,,4.0,,,5.0,,3.0,,1.0,4.0,,,,,3.0,,1.0,,5.0,5.0,2.0,1.0,,1.0,2.0,5.0,1.0,4.0,,4.0,,1.0,,,1.0,2.0,,,2.0,3.0,1.0,,5.0,3.0,,,1.0,,,4.0,2.0,3.0,2.0,,1.0,3.0,,,1.0,
85,,,5.0,,4.0,,3.0,,,,,3.0,,1.0,1.0,1.0,,5.0,4.0,4.0,1.0,,,,1.0,2.0,,,5.0,,,,,,,,4.0,,,4.0,5.0,1.0,1.0,,5.0,,,,5.0,5.0,,,,1.0,,4.0,,,,,4.0,,,5.0,3.0,1.0,,4.0,1.0,3.0,,5.0,,5.0,5.0,,,1.0,,5.0,,1.0,1.0,,,,,,,3.0,4.0,2.0,,,,4.0,4.0,5.0,,4.0
86,,,1.0,2.0,,,2.0,,,2.0,,,,1.0,,2.0,3.0,4.0,,5.0,4.0,,,4.0,5.0,,,3.0,,,2.0,5.0,,1.0,5.0,,3.0,5.0,5.0,2.0,5.0,4.0,,3.0,,,3.0,,4.0,5.0,,,5.0,4.0,,,4.0,3.0,,2.0,2.0,2.0,1.0,,,2.0,2.0,,3.0,4.0,5.0,,,4.0,,4.0,5.0,,4.0,,5.0,,1.0,,,3.0,2.0,,,2.0,1.0,2.0,2.0,,4.0,,,,4.0,
87,5.0,,,5.0,,5.0,,5.0,,2.0,4.0,1.0,,1.0,,4.0,,4.0,,,,,4.0,,,4.0,,2.0,,3.0,2.0,4.0,3.0,,,,,,,2.0,,,1.0,2.0,3.0,5.0,3.0,4.0,,,5.0,5.0,,,,,1.0,,,5.0,3.0,,5.0,4.0,,,,5.0,2.0,1.0,,1.0,2.0,5.0,,,4.0,3.0,4.0,,,,3.0,,5.0,3.0,3.0,,,5.0,4.0,4.0,5.0,1.0,,,3.0,,1.0,
88,,,3.0,,5.0,,4.0,4.0,2.0,3.0,,5.0,4.0,,3.0,,1.0,,5.0,,,3.0,,3.0,5.0,,,4.0,,3.0,1.0,,,5.0,,,,,5.0,2.0,2.0,,3.0,,1.0,4.0,4.0,,,4.0,1.0,,,,,,2.0,1.0,,,,3.0,,,2.0,3.0,5.0,4.0,3.0,,1.0,2.0,,,,4.0,5.0,1.0,4.0,,5.0,,,,,4.0,,,5.0,5.0,,,5.0,,1.0,,5.0,,,1.0
89,2.0,2.0,,,1.0,1.0,,5.0,3.0,,,5.0,5.0,,,,3.0,4.0,5.0,3.0,,,,2.0,3.0,,,,4.0,2.0,3.0,,,,,,,1.0,,1.0,,1.0,,,1.0,5.0,4.0,,1.0,3.0,,,5.0,,,4.0,3.0,1.0,3.0,,3.0,,5.0,,,,,,5.0,5.0,2.0,,2.0,,5.0,2.0,4.0,2.0,,,,4.0,5.0,1.0,2.0,,,,,2.0,2.0,,2.0,,,,,,,
90,,,2.0,,1.0,,,4.0,,,3.0,1.0,,,,1.0,1.0,2.0,,,2.0,5.0,,,1.0,2.0,,5.0,,4.0,,,5.0,,5.0,,3.0,2.0,4.0,2.0,,5.0,,3.0,,,,,3.0,,,,,,,3.0,,5.0,,2.0,,3.0,,,,3.0,5.0,4.0,,1.0,,,4.0,,,,3.0,3.0,5.0,2.0,,,,,,2.0,4.0,,,5.0,,5.0,,,,3.0,,,5.0,2.0
91,,,,1.0,,3.0,2.0,,,,5.0,3.0,,,1.0,,5.0,,1.0,,5.0,1.0,3.0,,,2.0,,,4.0,,3.0,4.0,1.0,,,,3.0,1.0,3.0,4.0,1.0,5.0,,,,4.0,3.0,1.0,1.0,4.0,,,,,,,1.0,,,4.0,5.0,,5.0,1.0,5.0,5.0,4.0,4.0,5.0,,,5.0,,,,,,,,,5.0,3.0,5.0,,1.0,4.0,2.0,3.0,2.0,,,,3.0,,1.0,4.0,5.0,5.0,5.0,2.0
92,5.0,,1.0,,5.0,1.0,4.0,,,3.0,,,4.0,3.0,,,1.0,,4.0,,,4.0,2.0,3.0,,4.0,1.0,2.0,,,,,1.0,,,,,,,5.0,4.0,3.0,5.0,,5.0,2.0,,,,,,4.0,,2.0,,,,2.0,,2.0,,,3.0,2.0,3.0,,,3.0,,3.0,4.0,5.0,,2.0,1.0,5.0,,1.0,5.0,1.0,1.0,4.0,2.0,5.0,,,4.0,,,2.0,,,2.0,,5.0,,,1.0,4.0,5.0
93,5.0,,,,4.0,,3.0,4.0,1.0,2.0,,,,4.0,4.0,,,,2.0,5.0,1.0,4.0,4.0,,5.0,,2.0,4.0,4.0,1.0,,1.0,,,,5.0,,,,4.0,4.0,,,3.0,,,,,4.0,,2.0,1.0,,2.0,,,,,,4.0,5.0,4.0,5.0,,,3.0,,3.0,4.0,,,2.0,,1.0,,,3.0,3.0,1.0,,3.0,3.0,3.0,4.0,4.0,,,2.0,,2.0,,2.0,,3.0,,3.0,3.0,,,5.0
94,,4.0,,4.0,5.0,,1.0,5.0,2.0,5.0,,,5.0,,1.0,,1.0,,2.0,,,5.0,5.0,5.0,,,,2.0,,,,4.0,,,4.0,5.0,5.0,,3.0,,,,,4.0,,4.0,3.0,,,,2.0,3.0,,4.0,4.0,,1.0,1.0,5.0,,5.0,,,,3.0,,,5.0,,2.0,,,,,2.0,,,,4.0,4.0,,,,,,5.0,,,4.0,,,2.0,5.0,2.0,4.0,,2.0,,,
95,4.0,1.0,,,,5.0,2.0,3.0,,2.0,3.0,3.0,,,3.0,5.0,4.0,,5.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,,,5.0,,,,,,,,1.0,,4.0,,2.0,,2.0,3.0,,3.0,1.0,2.0,,3.0,5.0,1.0,5.0,,,,,2.0,1.0,,3.0,,4.0,,,3.0,,,4.0,3.0,1.0,3.0,3.0,1.0,4.0,,2.0,5.0,4.0,,,3.0,2.0,,4.0,3.0,,5.0,,,5.0,4.0,1.0,1.0,,1.0,,,
96,4.0,,,,,5.0,3.0,,1.0,,,4.0,,,4.0,,4.0,3.0,,2.0,1.0,,,,1.0,,1.0,5.0,1.0,,,,,,,1.0,3.0,4.0,,,,3.0,,5.0,3.0,,,,3.0,,2.0,,4.0,,3.0,,3.0,5.0,,,,,2.0,,2.0,4.0,4.0,,,,3.0,1.0,,,,,,,1.0,3.0,5.0,5.0,,,2.0,2.0,,,3.0,2.0,3.0,5.0,4.0,,,5.0,,4.0,,2.0
97,,,2.0,,,,4.0,,,4.0,1.0,,2.0,5.0,2.0,1.0,,1.0,4.0,2.0,,,,3.0,1.0,4.0,,,,,,,2.0,4.0,2.0,,5.0,5.0,1.0,,4.0,,,2.0,,5.0,1.0,,5.0,5.0,,5.0,,,,2.0,2.0,2.0,4.0,,1.0,,3.0,3.0,5.0,,,3.0,,2.0,,,4.0,5.0,5.0,,,5.0,1.0,,,,4.0,,4.0,,,4.0,,,,,,,,,,2.0,,3.0
98,4.0,,1.0,,,,3.0,,4.0,,2.0,2.0,,,,,,,,3.0,,,,,,2.0,,,2.0,5.0,,,,,3.0,,,5.0,4.0,,,4.0,,3.0,5.0,5.0,,3.0,2.0,4.0,,5.0,,,,2.0,3.0,1.0,5.0,2.0,,,1.0,1.0,,,,,,,1.0,,,4.0,,,2.0,2.0,4.0,5.0,3.0,5.0,,2.0,,,2.0,,5.0,,4.0,4.0,,4.0,,,,5.0,3.0,
99,5.0,4.0,,,1.0,2.0,2.0,5.0,,5.0,,3.0,,,1.0,,,3.0,4.0,5.0,,,3.0,5.0,3.0,,,1.0,2.0,,,5.0,,1.0,,,1.0,,,2.0,,,4.0,,2.0,1.0,4.0,1.0,5.0,5.0,,2.0,4.0,4.0,5.0,,3.0,,3.0,,3.0,,4.0,5.0,5.0,,,2.0,,,2.0,,,,,,,4.0,,,3.0,5.0,,4.0,,4.0,4.0,2.0,,,4.0,3.0,,,3.0,2.0,5.0,4.0,3.0,
100,,,4.0,,5.0,,,,,1.0,4.0,,,,,,,1.0,5.0,4.0,,5.0,,,5.0,4.0,,5.0,4.0,,4.0,3.0,,3.0,3.0,,4.0,,,5.0,,,2.0,3.0,5.0,,5.0,3.0,,5.0,2.0,2.0,,1.0,,3.0,,5.0,3.0,,2.0,4.0,,1.0,,,5.0,4.0,2.0,,2.0,,4.0,,5.0,4.0,1.0,,4.0,,,5.0,,,3.0,,,,,,1.0,,5.0,4.0,,4.0,3.0,,,4.0
101,,3.0,,,,,1.0,3.0,2.0,2.0,,,,4.0,4.0,,3.0,,2.0,,1.0,2.0,4.0,4.0,,2.0,1.0,,,3.0,1.0,2.0,1.0,4.0,,5.0,,,1.0,2.0,,1.0,,,3.0,,,4.0,,,4.0,,,3.0,,3.0,3.0,,,,,,5.0,,1.0,,,,3.0,,,5.0,,,,5.0,,,4.0,4.0,3.0,4.0,,,,5.0,3.0,2.0,,4.0,5.0,,,,5.0,2.0,,,,
102,2.0,1.0,1.0,,,,4.0,3.0,,1.0,4.0,1.0,,4.0,,1.0,2.0,,4.0,4.0,3.0,,,3.0,2.0,,,2.0,3.0,4.0,2.0,4.0,,3.0,4.0,3.0,5.0,,5.0,,5.0,,5.0,,2.0,1.0,4.0,,3.0,1.0,,,,5.0,,4.0,5.0,5.0,1.0,4.0,5.0,5.0,4.0,,,1.0,1.0,,4.0,,4.0,,4.0,,4.0,,,2.0,,2.0,,4.0,5.0,3.0,2.0,,,2.0,,,,,3.0,4.0,,,,,,
103,,2.0,1.0,,,1.0,,2.0,,2.0,3.0,,,5.0,,4.0,5.0,1.0,,5.0,5.0,5.0,2.0,2.0,5.0,,4.0,3.0,,5.0,,,,4.0,,,,3.0,,4.0,,2.0,3.0,1.0,,,,,,2.0,,2.0,4.0,,,,,,,,,,,,4.0,,4.0,,1.0,,,4.0,5.0,5.0,3.0,,,1.0,2.0,,1.0,3.0,5.0,,,,,,1.0,1.0,1.0,2.0,,,,,,,5.0,
104,3.0,3.0,,,1.0,2.0,5.0,1.0,,2.0,4.0,1.0,4.0,3.0,2.0,2.0,5.0,,,,2.0,5.0,1.0,,,,2.0,,2.0,,1.0,1.0,1.0,,,,4.0,4.0,1.0,2.0,,2.0,,,,,,,,,2.0,,5.0,,4.0,1.0,5.0,,5.0,,1.0,2.0,,5.0,2.0,1.0,,,2.0,,4.0,,5.0,5.0,2.0,,3.0,2.0,2.0,,3.0,,,4.0,2.0,1.0,,3.0,,,,3.0,3.0,3.0,,4.0,,2.0,,
105,5.0,5.0,,,,,,4.0,4.0,3.0,2.0,1.0,2.0,1.0,,,,,2.0,,1.0,5.0,3.0,,,3.0,5.0,,,4.0,,1.0,1.0,3.0,2.0,4.0,,,,5.0,2.0,5.0,,,4.0,3.0,,3.0,,4.0,2.0,2.0,4.0,,3.0,1.0,,,2.0,,,,1.0,,,,,5.0,2.0,,,2.0,,,,5.0,,4.0,5.0,5.0,,1.0,,,2.0,,,,4.0,,,1.0,1.0,4.0,2.0,2.0,5.0,,3.0,2.0
106,2.0,,,5.0,5.0,3.0,,5.0,,3.0,,5.0,,,1.0,,2.0,,4.0,,,,,3.0,,2.0,,2.0,1.0,2.0,,2.0,3.0,3.0,,,1.0,1.0,,,3.0,,3.0,3.0,,4.0,3.0,,4.0,,,,,,,1.0,,,4.0,2.0,,5.0,4.0,,1.0,2.0,,,,,,2.0,1.0,5.0,,1.0,4.0,,,3.0,5.0,,3.0,,,5.0,5.0,,,,2.0,,,,1.0,3.0,,3.0,,
107,5.0,,2.0,,5.0,,2.0,1.0,,,1.0,,2.0,3.0,,2.0,2.0,,2.0,2.0,5.0,3.0,,1.0,5.0,1.0,,,,,,4.0,,,5.0,,,,,2.0,3.0,,,5.0,1.0,,1.0,3.0,5.0,,4.0,,1.0,1.0,1.0,4.0,1.0,,,1.0,,,,3.0,,,2.0,4.0,,4.0,2.0,1.0,,1.0,,4.0,,4.0,3.0,5.0,,,2.0,,,,,,,4.0,1.0,,2.0,,4.0,,,,,4.0
